cycle,range_bin,doppler_bin,output_hex
1295595000,56,16,fe53037a
1295605000,56,17,0134fefc
1295615000,56,18,fe0dff60
1295625000,56,19,001b015c
1295635000,56,20,01c9fd72
1295645000,56,21,ff6701a6
1295655000,56,22,0011006a
1295665000,56,23,0024fc25
1295675000,56,24,00a706c5
1295685000,56,25,fec7fcd2
1295695000,56,26,005fff44
1295705000,56,27,00caffdc
1295715000,56,28,ff3d00dd
1295725000,56,29,000aff9c
1295735000,56,30,003e004e
1295745000,56,31,fff0ff7c
1300025000,57,0,0004003a
1300035000,57,1,0019ffe4
1300045000,57,2,fecb004b
1300055000,57,3,017bff1f
1300065000,57,4,fea40120
1300075000,57,5,02acfed8
1300085000,57,6,fcc302d2
1300095000,57,7,0300fbd7
1300105000,57,8,fcd602bd
1300115000,57,9,0479ffed
1300125000,57,10,fa93fd24
1300135000,57,11,0144052f
1300145000,57,12,0113fb1f
1300155000,57,13,002901bb
1300165000,57,14,0077011c
1300175000,57,15,0072fe90
1300185000,57,16,ff4c0146
1300195000,57,17,0017ff5c
1300205000,57,18,fe4b0135
1300215000,57,19,01dbfee5
1300225000,57,20,ff62fd92
1300235000,57,21,002c01c8
1300245000,57,22,ff2f01f8
1300255000,57,23,006afca1
1300265000,57,24,010604a3
1300275000,57,25,fe37fd97
1300285000,57,26,021bffa0
1300295000,57,27,ffe2fffd
1300305000,57,28,feab00af
1300315000,57,29,0117ff19
1300325000,57,30,ffb30096
1300335000,57,31,ffe0ff70
1304615000,58,0,ffcd0048
1304625000,58,1,0069ffbd
1304635000,58,2,ff3600ba
1304645000,58,3,009cfe83
1304655000,58,4,fee20260
1304665000,58,5,01ddfd82
1304675000,58,6,ff8501df
1304685000,58,7,ff7dff24
1304695000,58,8,0110001e
1304705000,58,9,ff2501d5
1304715000,58,10,fe43fa44
1304725000,58,11,011d0940
1304735000,58,12,00d7f8ef
1304745000,58,13,01feffa3
1304755000,58,14,fef00279
1304765000,58,15,ffdcfff3
1304775000,58,16,fd6dff86
1304785000,58,17,02e5fe69
1304795000,58,18,fc9e01ce
1304805000,58,19,017a0063
1304815000,58,20,ff70fdd0
1304825000,58,21,00b302bc
1304835000,58,22,025900e5
1304845000,58,23,fd89fb9a
1304855000,58,24,00da03d8
1304865000,58,25,ff71fdb1
1304875000,58,26,0071020c
1304885000,58,27,000dfe5e
1304895000,58,28,feeb00c5
1304905000,58,29,0136fefb
1304915000,58,30,ffb20133
1304925000,58,31,fff6ff53
1309205000,59,0,ffa20062
1309215000,59,1,0025ffb4
1309225000,59,2,ff4cffd3
1309235000,59,3,019e0052
1309245000,59,4,fda6018f
1309255000,59,5,02e8fd07
1309265000,59,6,fe19021e
1309275000,59,7,ffeafed2
1309285000,59,8,ff4e0010
1309295000,59,9,02f201cd
1309305000,59,10,fe1dfd46
1309315000,59,11,01860302
1309325000,59,12,fdd3fe1c
1309335000,59,13,00b2fedf
1309345000,59,14,fe4e01b8
1309355000,59,15,03b0fe1a
1309365000,59,16,fd320270
1309375000,59,17,0139fce2
1309385000,59,18,fe2001f9
1309395000,59,19,01a002a4
1309405000,59,20,003cfbaf
1309415000,59,21,fe160341
1309425000,59,22,003d0060
1309435000,59,23,02eefcf6
1309445000,59,24,fcce02be
1309455000,59,25,02e0fd95
1309465000,59,26,ff4301f6
1309475000,59,27,ffecfe28
1309485000,59,28,feb3013e
1309495000,59,29,0138ffc9
1309505000,59,30,ff58006a
1309515000,59,31,0090ff36
1313795000,60,0,ffb7002c
1313805000,60,1,006ffffc
1313815000,60,2,ff370067
1313825000,60,3,0089fedf
1313835000,60,4,005802ad
1313845000,60,5,ffb3fb0c
1313855000,60,6,ff8b038c
1313865000,60,7,0127ff36
1313875000,60,8,fefe00b8
1313885000,60,9,008200d7
1313895000,60,10,fd65fd94
1313905000,60,11,070c0507
1313915000,60,12,f9d4f7e1
1313925000,60,13,02c703d1
1313935000,60,14,fe110197
1313945000,60,15,0214fc5f
1313955000,60,16,ff010168
1313965000,60,17,fef50222
1313975000,60,18,fee7fb7f
1313985000,60,19,02ab03a7
1313995000,60,20,ff3c0013
1314005000,60,21,ff3dfee0
1314015000,60,22,feab0280
1314025000,60,23,0101fc38
1314035000,60,24,01d60344
1314045000,60,25,feb2fdd3
1314055000,60,26,006900c6
1314065000,60,27,ffe80013
1314075000,60,28,000400d7
1314085000,60,29,fff1fef3
1314095000,60,30,ffd50085
1314105000,60,31,005cffab
1318385000,61,0,ffc80047
1318395000,61,1,0048ff40
1318405000,61,2,ffca00f1
1318415000,61,3,ffd8ff7d
1318425000,61,4,00690135
1318435000,61,5,00d3fd5f
1318445000,61,6,ff0e0096
1318455000,61,7,006e0014
1318465000,61,8,ff570267
1318475000,61,9,fff5fd7a
1318485000,61,10,fef600a9
1318495000,61,11,00e80241
1318505000,61,12,0109fb0a
1318515000,61,13,fee501a8
1318525000,61,14,009001cf
1318535000,61,15,00d8ff87
1318545000,61,16,fe50000f
1318555000,61,17,0284feb0
1318565000,61,18,fa9a0265
1318575000,61,19,02cefd17
1318585000,61,20,036f020d
1318595000,61,21,f9a1ff85
1318605000,61,22,0544feb6
1318615000,61,23,fbbc010c
1318625000,61,24,03f90253
1318635000,61,25,ff07fdba
1318645000,61,26,fe7e00a9
1318655000,61,27,0106ff6b
1318665000,61,28,005700ec
1318675000,61,29,ff3fff50
1318685000,61,30,00b60055
1318695000,61,31,fffaffb9
1322975000,62,0,ff710080
1322985000,62,1,00d2ff05
1322995000,62,2,fe670104
1323005000,62,3,0213ff44
1323015000,62,4,fe2e01be
1323025000,62,5,02c5fda7
1323035000,62,6,fda7003d
1323045000,62,7,ff2f00cf
1323055000,62,8,0139fdce
1323065000,62,9,010002f8
1323075000,62,10,fd7fff1f
1323085000,62,11,011500ee
1323095000,62,12,fdfafd2d
1323105000,62,13,04fa02aa
1323115000,62,14,fcedff82
1323125000,62,15,00ecfe81
1323135000,62,16,004bff7e
1323145000,62,17,ff22034d
1323155000,62,18,fe51fda2
1323165000,62,19,017f004a
1323175000,62,20,fe6a00e8
1323185000,62,21,01e3fd5f
1323195000,62,22,0001030b
1323205000,62,23,ff7ffefd
1323215000,62,24,ff370078
1323225000,62,25,0124002a
1323235000,62,26,0071007b
1323245000,62,27,feddff6c
1323255000,62,28,00e20019
1323265000,62,29,ffe6ff34
1323275000,62,30,ffd300e6
1323285000,62,31,0092ff53
1327565000,63,0,0027002d
1327575000,63,1,ff93ffd2
1327585000,63,2,fff3ffce
1327595000,63,3,00d1006e
1327605000,63,4,ffe4ff9d
1327615000,63,5,ff7e0140
1327625000,63,6,0081fe46
1327635000,63,7,fe66006f
1327645000,63,8,0261ffff
1327655000,63,9,ff2affc1
1327665000,63,10,ff3affa4
1327675000,63,11,ff560297
1327685000,63,12,ffaafe2d
1327695000,63,13,01e5fe96
1327705000,63,14,00a700ea
1327715000,63,15,ff53ffa8
1327725000,63,16,fbab005b
1327735000,63,17,06010092
1327745000,63,18,fbf70488
1327755000,63,19,01fff960
1327765000,63,20,fdac034b
1327775000,63,21,0408feda
1327785000,63,22,fde1fece
1327795000,63,23,009a00f7
1327805000,63,24,fe5900ad
1327815000,63,25,01e2003b
1327825000,63,26,ffc0ff7e
1327835000,63,27,fef6ffff
1327845000,63,28,00ea0177
1327855000,63,29,ffb5fd68
1327865000,63,30,0093019a
1327875000,63,31,ffa1ff46
